ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE,MATCHED_CTPRVN_CD,MATCHED_CTPRVN_NM
KCLANPO23N000000770,장소,관광지,7231248,등명해수욕장,,,60501,해수욕장,5115034028000000000,강원특별자치도,강릉시,강동면,정동진리,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020835,장소,관광지,18188915,풍호마을연꽃축제,,,60523,지역축제,5115034026113000000,강원특별자치도,강릉시,강동면,하시동리,1300,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020837,장소,관광지,18189078,국제청소년예술축전,,,60523,지역축제,5115013800000000000,강원특별자치도,강릉시,안현동,,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000050808,장소,관광지,23084495,바다열차,강릉역,,60513,일반관광지,5115011000100950010,강원특별자치도,강릉시,교동,,95-10,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020862,장소,관광지,18193920,강릉대공산성,,,60603,유명사적/유적지,5115031026111710000,강원특별자치도,강릉시,성산면,보광리,1171,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000020824,장소,관광지,18188317,강릉바우길,2구간1코스,,60513,일반관광지,5115031027103880002,강원특별자치도,강릉시,성산면,어흘리,388-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000035464,장소,관광지,20921746,국립대관령치유의숲,,,60503,휴양림/수목원,5115031027200020031,강원특별자치도,강릉시,성산면,어흘리,산2-31,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000001501,장소,관광지,8268582,삼폭포,,,60504,폭포/계곡,5115037028203330000,강원특별자치도,강릉시,연곡면,삼산리,산333,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000049569,장소,관광지,22933045,BTS버스정류장,,,60515,드라마/영화촬영지,5115025025100080039,강원특별자치도,강릉시,주문진읍,향호리,8-39,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000048036,장소,관광지,22619835,더함스테이,,,60518,팜스테이,5115011400100590000,강원특별자치도,강릉시,송정동,,59,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000017820,장소,관광지,17374053,강릉정동진해안단구,,,60607,천연기념물,5115034029000000000,강원특별자치도,강릉시,강동면,심곡리,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000017710,장소,관광지,17328083,칠사당,,,60603,유명사적/유적지,5115010300100380001,강원특별자치도,강릉시,명주동,,38-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000002843,장소,관광지,8270430,심상진가옥,,,60608,고택/생가/민속마을,5115013500102560001,강원특별자치도,강릉시,운정동,,256-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000019273,장소,관광지,17759813,강릉오죽한옥마을,,,60513,일반관광지,5115013300108850000,강원특별자치도,강릉시,죽헌동,,885,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000002892,장소,관광지,8270488,허균허난설헌생가,,,60608,고택/생가/민속마을,5115011200104750003,강원특별자치도,강릉시,초당동,,475-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000002905,장소,관광지,8270508,화동서원,,,60609,서원/향교/서당,5115033027101540001,강원특별자치도,강릉시,구정면,제비리,154-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000025297,장소,관광지,19949207,베이스캠프,,,60520,캠핑장,5115036025100910001,강원특별자치도,강릉시,사천면,사천진리,91-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000049111,장소,관광지,22843302,강릉안반데기관광농원,,,60516,관광농원/허브마을,5115032026122140207,강원특별자치도,강릉시,왕산면,대기리,2214-207,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000001914,장소,관광지,8269229,강릉동헌성지,,,60603,유명사적/유적지,5115033022106410069,강원특별자치도,강릉시,구정면,학산리,641-69,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000026775,장소,관광지,20149731,칠성산농부들,,,60516,관광농원/허브마을,5115033023100370018,강원특별자치도,강릉시,구정면,구정리,37-18,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000001903,장소,관광지,8269212,명주군왕릉,,,60602,왕릉/고분,5115031026202850000,강원특별자치도,강릉시,성산면,보광리,산285,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000026785,장소,관광지,20151443,경포대허브농원,,,60516,관광농원/허브마을,5115036025200230000,강원특별자치도,강릉시,사천면,사천진리,산23,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000047717,장소,관광지,22580876,정동진오토캠핑장,,,60520,캠핑장,5115034024100030005,강원특별자치도,강릉시,강동면,안인진리,3-5,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000003006,장소,관광지,8270627,오봉서원,,,60609,서원/향교/서당,5115031028200630000,강원특별자치도,강릉시,성산면,오봉리,산63,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000003007,장소,관광지,8270628,송담서원,,,60609,서원/향교/서당,5115034031111150000,강원특별자치도,강릉시,강동면,언별리,1115,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000003008,장소,관광지,8270629,강릉향교,,,60609,서원/향교/서당,5115011000102330000,강원특별자치도,강릉시,교동,,233,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000019335,장소,관광지,17772014,삼산소나무,,,60520,캠핑장,5115037028109610002,강원특별자치도,강릉시,연곡면,삼산리,961-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000027645,장소,관광지,20336525,정동진해맞이축제모래시계회전식,,,60523,지역축제,5115034028100060004,강원특별자치도,강릉시,강동면,정동진리,6-4,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000049158,장소,관광지,22852371,강릉안반데기관광농원,,,60516,관광농원/허브마을,5115032026122140107,강원특별자치도,강릉시,왕산면,대기리,2214-107,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000027646,장소,관광지,20336540,경포해넘이해맞이축제,,,60523,지역축제,5115011300200010000,강원특별자치도,강릉시,강문동,,산1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000017059,장소,관광지,17043965,복사꽃마을,,,60519,정보화마을,5115025023108760010,강원특별자치도,강릉시,주문진읍,장덕리,876-10,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000003099,장소,관광지,8270739,대공산성,,,60610,성/성터,5115031026200010000,강원특별자치도,강릉시,성산면,보광리,산1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000001867,장소,관광지,8269165,삼왕릉묘,,,60602,왕릉/고분,5115031026202850000,강원특별자치도,강릉시,성산면,보광리,산285,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000047399,장소,관광지,22528881,느루초당,,,60518,팜스테이,5115011200101240007,강원특별자치도,강릉시,초당동,,124-7,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000047362,장소,관광지,22523999,임영고택,,,60518,팜스테이,5115010100100750002,강원특별자치도,강릉시,홍제동,,75-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000048041,장소,관광지,22620303,환기,,,60518,팜스테이,5115011000101620175,강원특별자치도,강릉시,교동,,162-175,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000017851,장소,관광지,17386880,주문진글램핑,,,60520,캠핑장,5115025024105100000,강원특별자치도,강릉시,주문진읍,삼교리,510,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000002701,장소,관광지,8270257,신사임당사친시비,,,60606,비/탑/문/각,5115031027200020012,강원특별자치도,강릉시,성산면,어흘리,산2-12,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000018822,장소,관광지,17619042,경포아쿠아리움,,,60509,아쿠아리움/대형수족관,5115011200105050000,강원특별자치도,강릉시,운정동,,505,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000048851,장소,관광지,22789622,늘임당,,,60518,팜스테이,5115010500101790016,강원특별자치도,강릉시,임당동,,179-16,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000048656,장소,관광지,22760876,영진한옥애,,,60518,팜스테이,5115037022100550001,강원특별자치도,강릉시,연곡면,영진리,55-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000002141,장소,관광지,8269564,어단리공소성지,,,60603,유명사적/유적지,5115033025100470000,강원특별자치도,강릉시,구정면,어단리,47,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000048599,장소,관광지,22753434,342CAMP,,,60520,캠핑장,5115033021100340002,강원특별자치도,강릉시,구정면,여찬리,34-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000002333,장소,관광지,8269834,황산사,,,60603,유명사적/유적지,5115013500104400002,강원특별자치도,강릉시,운정동,,440-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000002368,장소,관광지,8269876,강릉임영관삼문,,,60604,국보,5115010700100580001,강원특별자치도,강릉시,용강동,,58-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000002379,장소,관광지,8269888,계련당,,,60603,유명사적/유적지,5115011000102380001,강원특별자치도,강릉시,교동,,238-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000002389,장소,관광지,8269898,굴산사지당간지주,,,60605,보물,5115033022111810000,강원특별자치도,강릉시,구정면,학산리,1181,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000002398,장소,관광지,8269908,김덕래가옥,,,60603,유명사적/유적지,5115013300104540000,강원특별자치도,강릉시,죽헌동,,454,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000019045,장소,관광지,17709047,관아,,,60603,유명사적/유적지,5115010300100380001,강원특별자치도,강릉시,명주동,,38-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000003298,장소,관광지,8292004,삼산장천유원지,,,60508,일반유원지/일반놀이공원,5115037028104580000,강원특별자치도,강릉시,연곡면,삼산리,458,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000002066,장소,관광지,8269461,보현성지,,,60603,유명사적/유적지,5115031026205220000,강원특별자치도,강릉시,성산면,보광리,산522,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000002502,장소,관광지,8270022,강릉선교장,,,60603,유명사적/유적지,5115013500104310000,강원특별자치도,강릉시,운정동,,431,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000002539,장소,관광지,8270063,오규환가옥,,,60603,유명사적/유적지,5115010500100290000,강원특별자치도,강릉시,임당동,,29,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000019111,장소,관광지,17732733,스카이케빈캠핑장,,,60520,캠핑장,5115037028113070002,강원특별자치도,강릉시,연곡면,삼산리,1307-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000002542,장소,관광지,8270068,시립박물관오죽헌,,,60604,국보,5115013300102010000,강원특별자치도,강릉시,죽헌동,,201,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000002543,장소,관광지,8270069,오진탑비,,,60605,보물,5115031026000000000,강원특별자치도,강릉시,성산면,보광리,,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000018021,장소,관광지,17407072,사천해변수욕장캠핑장,,,60520,캠핑장,5115036027202840009,강원특별자치도,강릉시,사천면,방동리,산284-9,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000002624,장소,관광지,8270164,해운정,,,60605,보물,5115013500102560000,강원특별자치도,강릉시,운정동,,256,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000002626,장소,관광지,8270167,향현사,,,60603,유명사적/유적지,5115011000102380003,강원특별자치도,강릉시,교동,,238-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000002633,장소,관광지,8270177,화부산사,,,60603,유명사적/유적지,5115011000107270005,강원특별자치도,강릉시,교동,,727-5,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000019210,장소,관광지,17744889,정동진쌍둥이동물농장,,,60516,관광농원/허브마을,5115035022100490002,강원특별자치도,강릉시,옥계면,천남리,49-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000002647,장소,관광지,8270196,6.25남침사적탑,,,60606,비/탑/문/각,5115034028105240010,강원특별자치도,강릉시,강동면,정동진리,524-10,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000002666,장소,관광지,8270218,김동명기념비,,,60606,비/탑/문/각,5115036021104010005,강원특별자치도,강릉시,사천면,미노리,401-5,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000003317,장소,관광지,8292040,소금강유원지,,,60508,일반유원지/일반놀이공원,5115037028100700000,강원특별자치도,강릉시,연곡면,삼산리,70,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000047274,장소,관광지,22513095,컴페니언바이경포,,,60518,팜스테이,5115013700100560001,강원특별자치도,강릉시,저동,,56-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000003339,장소,관광지,8292072,아래초시유원지,,,60508,일반유원지/일반놀이공원,5115037024101320002,강원특별자치도,강릉시,연곡면,송림리,132-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000016304,장소,관광지,16858457,캠핑장비대여캠핑장추억촌,,,60520,캠핑장,5115031027103760003,강원특별자치도,강릉시,성산면,어흘리,376-3,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000016303,장소,관광지,16858447,씨클라우드오토캠핑장,,,60520,캠핑장,5115036022109890004,강원특별자치도,강릉시,사천면,노동리,989-4,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000019656,장소,관광지,17916113,강릉망월제,,,60523,지역축제,5115012100108250002,강원특별자치도,강릉시,노암동,,825-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000003813,장소,관광지,9653639,굴산사지석불좌상,,,60605,보물,5115033022100700083,강원특별자치도,강릉시,구정면,학산리,70-83,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000003814,장소,관광지,9653640,굴산사지부도탑,,,60605,보물,5115033022109510001,강원특별자치도,강릉시,구정면,학산리,951-1,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000016302,장소,관광지,16858440,정동진해돋이캠핑장,,,60520,캠핑장,5115034028100500120,강원특별자치도,강릉시,강동면,정동진리,50-120,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000019666,장소,관광지,17916311,헬로평창윈터페스티벌,,,60523,지역축제,5115012100107220002,강원특별자치도,강릉시,노암동,,722-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000001654,장소,관광지,8268760,이연폭포,,,60504,폭포/계곡,5115037028203330000,강원특별자치도,강릉시,연곡면,삼산리,산333,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000003835,장소,관광지,9653814,신복사지,,,60603,유명사적/유적지,5115011600104030002,강원특별자치도,강릉시,내곡동,,403-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000016254,장소,관광지,16850988,허균문학비허난설헌시비,,,60606,비/탑/문/각,5115011200104720002,강원특별자치도,강릉시,초당동,,472-2,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000003840,장소,관광지,9653839,강릉단오제,,,60523,지역축제,5115012100107220013,강원특별자치도,강릉시,노암동,,722-13,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000003842,장소,관광지,9653851,아들바위,,,60607,천연기념물,5115025021107910047,강원특별자치도,강릉시,주문진읍,주문리,791-47,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000003843,장소,관광지,9653852,수문리당간지주,,,60607,천연기념물,5115010900100430009,강원특별자치도,강릉시,옥천동,,43-9,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000003854,장소,관광지,9653943,대창리당간지주,,,60603,유명사적/유적지,5115010900103340000,강원특별자치도,강릉시,옥천동,,334,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
KCLANPO23N000001685,장소,관광지,8268802,중무폭포,,,60504,폭포/계곡,5115037028203330000,강원특별자치도,강릉시,연곡면,삼산리,산333,20240108,KT,KC_495_LLR_ATRCTN_2023,20231220,105,강릉
